edge_pair	x	y	region_x	region_y	country_x	country_y	n_occurrences	first_date	last_date	mean_nRR	median_nRR	mean_z_x	mean_z_y	max_z
Montana_Washington	Montana	Washington	Rocky Mountain	Far West	USA	USA	4	2021-01-01	2021-10-01	0.052912733137376926	0.055356813564065285	3.7565483069453136	3.671424095686513	3.801380344296347
Montana_Washington	Washington	Montana	Far West	Rocky Mountain	USA	USA	4	2021-01-01	2021-10-01	0.052912733137376926	0.055356813564065285	3.6714240956865125	3.7565483069453136	3.8013803442963465
Ohio_Tennessee	Tennessee	Ohio	Southeast	Great Lakes	USA	USA	4	2020-10-01	2024-04-01	0.15529079243800029	0.12343676333236711	3.0401669385218746	2.620366607470829	3.780767781122604
Ohio_Tennessee	Ohio	Tennessee	Great Lakes	Southeast	USA	USA	4	2020-10-01	2024-04-01	0.15529079243800029	0.12343676333236711	2.620366607470829	3.0401669385218746	3.780767781122603
New Jersey_Virginia	New Jersey	Virginia	Mideast	Southeast	USA	USA	4	2021-07-01	2023-04-01	0.16670806546614286	0.15222615766124561	2.7556687092278747	2.895831623708193	3.265722310615193
New Jersey_Virginia	Virginia	New Jersey	Southeast	Mideast	USA	USA	4	2021-07-01	2023-04-01	0.16670806546614286	0.15222615766124561	2.895831623708193	2.7556687092278747	3.265722310615193
Florida_Texas	Florida	Texas	Southeast	Southwest	USA	USA	4	2022-10-01	2024-10-01	0.42942590660482405	0.35524757938492746	2.717904199507247	2.9841464744758466	3.2187255393618637
Florida_Texas	Texas	Florida	Southwest	Southeast	USA	USA	4	2022-10-01	2024-10-01	0.42942590660482405	0.35524757938492746	2.9841464744758466	2.717904199507247	3.2187255393618632
Montana_Oregon	Montana	Oregon	Rocky Mountain	Far West	USA	USA	4	2020-07-01	2021-10-01	0.044840302521944785	0.04775635984045206	3.1439557632571793	3.142142649386147	2.8134113987142175
Montana_Oregon	Oregon	Montana	Far West	Rocky Mountain	USA	USA	4	2020-07-01	2021-10-01	0.044840302521944785	0.04775635984045206	3.142142649386147	3.1439557632571793	2.8134113987142175
Illinois_Tennessee	Illinois	Tennessee	Great Lakes	Southeast	USA	USA	4	2020-07-01	2024-10-01	0.16346340202600995	0.12851067191495247	2.5972555570135523	2.7957625761546954	2.470715982714314
Illinois_Tennessee	Tennessee	Illinois	Southeast	Great Lakes	USA	USA	4	2020-07-01	2024-10-01	0.16346340202600995	0.12851067191495247	2.7957625761546954	2.5972555570135527	2.470715982714314
California_Florida	California	Florida	Far West	Southeast	USA	USA	4	2021-04-01	2023-10-01	0.25503560442282747	0.20859144644440808	3.221142085463891	2.1949411128048264	2.373675551564713
California_Florida	Florida	California	Southeast	Far West	USA	USA	4	2021-04-01	2023-10-01	0.25503560442282747	0.20859144644440808	2.1949411128048264	3.221142085463891	2.373675551564713
