edge_pair	x	y	region_x	region_y	country_x	country_y	n_occurrences	first_date	last_date	mean_nRR	median_nRR	max_nRR
Florida_New Jersey	Florida	New Jersey	Southeast	Mideast	USA	USA	10	2020-01-01	2024-10-01	0.4631011846760024	0.38081254806727927	1.380820313632539
Florida_Pennsylvania	Florida	Pennsylvania	Southeast	Mideast	USA	USA	10	2020-01-01	2024-10-01	0.3486512869269938	0.27602674580734704	0.9372939707163588
Florida_Texas	Florida	Texas	Southeast	Southwest	USA	USA	8	2022-04-01	2024-10-01	0.36939570321789106	0.32301375637266416	0.802894904878952
California_Florida	California	Florida	Far West	Southeast	USA	USA	8	2020-01-01	2024-10-01	0.34630287407483845	0.3224334876633021	0.48506700707254785
Florida_New York	Florida	New York	Southeast	Mideast	USA	USA	8	2020-01-01	2024-10-01	0.3230718068273932	0.2987142915768162	0.4574049350288564
California_New Jersey	California	New Jersey	Far West	Mideast	USA	USA	8	2020-01-01	2024-10-01	0.28428476865135804	0.26990531314874666	0.5106964938854182
Connecticut_New Jersey	Connecticut	New Jersey	New England	Mideast	USA	USA	7	2020-01-01	2024-07-01	0.38387507547458977	0.274328943848403	0.9535019914495332
Florida_Ohio	Florida	Ohio	Southeast	Great Lakes	USA	USA	7	2020-01-01	2024-10-01	0.34101762814271774	0.3416167232891334	0.4946462415485423
California_Colorado	California	Colorado	Far West	Rocky Mountain	USA	USA	7	2020-01-01	2024-07-01	0.24303179196681846	0.23043627298141997	0.28612595002435076
New Jersey_Ohio	New Jersey	Ohio	Mideast	Great Lakes	USA	USA	6	2020-04-01	2024-10-01	0.5264266703998636	0.46210719747059265	1.0781185882274105
Florida_Maryland	Florida	Maryland	Southeast	Mideast	USA	USA	6	2020-01-01	2024-07-01	0.2873530179666204	0.27659697749413625	0.4059131672527974
New Jersey_Virginia	New Jersey	Virginia	Mideast	Southeast	USA	USA	6	2020-01-01	2024-10-01	0.2521018595686603	0.24890712292665101	0.3123761833113385
California_Texas	California	Texas	Far West	Southwest	USA	USA	6	2022-04-01	2024-10-01	0.2504670559903599	0.2607392986227943	0.3099322927528627
Maryland_North Carolina	Maryland	North Carolina	Mideast	Southeast	USA	USA	6	2020-01-01	2024-07-01	0.23838553535794177	0.21702649347947403	0.3452119793060079
California_New York	California	New York	Far West	Mideast	USA	USA	6	2020-01-01	2024-01-01	0.23021763629255784	0.2358617933443618	0.254909153451928
North Carolina_Pennsylvania	North Carolina	Pennsylvania	Southeast	Mideast	USA	USA	5	2020-01-01	2024-10-01	0.40899013265097617	0.3617252202792242	0.7098169756885822
New Jersey_Texas	New Jersey	Texas	Mideast	Southwest	USA	USA	5	2022-07-01	2024-10-01	0.4026125044580541	0.26707732782057114	0.8636408220862328
California_Ohio	California	Ohio	Far West	Great Lakes	USA	USA	5	2020-01-01	2024-10-01	0.3631133624072289	0.3827996229269696	0.4974444749183054
Colorado_Florida	Colorado	Florida	Rocky Mountain	Southeast	USA	USA	5	2020-01-01	2024-01-01	0.33416138242525695	0.33788352063958543	0.3980957247352497
New York_Ohio	New York	Ohio	Mideast	Great Lakes	USA	USA	5	2020-01-01	2024-10-01	0.31036524764644496	0.25693415706017914	0.47668356657695543
Florida_Massachusetts	Florida	Massachusetts	Southeast	New England	USA	USA	5	2020-01-01	2024-10-01	0.22428627277181076	0.20685708415100215	0.28416174784855613
